Nama,URL,Lokasi,Tipe Kuliner,Rasa,Suasana,Harga : Rasa,Pelayanan,Kebersihan,Jam Buka,Pembayaran,Fasilitas,Alamat,Telepon,Price per Person
"Kopi Kenangan 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/kopi-kenangan-senopati,Senopati , Kafe,4.3,4.6,4.3,4.1,4.4,Senin - Minggu (07:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Rumah KenanganJl. Senopati No. 33, Senopati, Kebayoran Baru, Jakarta Selatan",08170739175,Di bawah Rp. 50.000 /orang
"Dapur Jum 
                [ Indonesia ]",https://pergikuliner.com/restaurants/jakarta/dapur-jum-pantai-indah-kapuk,Pantai Indah Kapuk , Indonesia,4.8,3.9,4.6,4.3,4.1,24 Jam,"Tunai, Debet",Area merokokArea outdoor24 Jam100% HalalBisa reservasiArea parkir,"Ruko Emerald, No. 32Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",081213360007,Di bawah Rp. 50.000 /orang
"Cold Moo 
                [ Es Krim ]",https://pergikuliner.com/restaurants/jakarta/cold-moo-menteng,Menteng , Es Krim,4.6,4.1,4.0,4.5,4.6,Senin - Minggu (10:00 - 22:00),"Hanya Non-Tunai: Debet, Go-pay, Ovo",Wifi100% HalalArea parkir,"Jl. Dr. Kusuma Atmaja No. 83, Menteng, Jakarta Pusat",081998868700,Di bawah Rp. 50.000 /orang
"Chao Chao - Alila Hotel SCBD 
                [ China ]",https://pergikuliner.com/restaurants/jakarta/chao-chao-alila-hotel-scbd-scbd,SCBD , China,4.4,4.6,3.5,4.8,4.6,"Selasa - Kamis (12:00 - 24:00), Jumat - Sabtu (12:00 - 02:00), Minggu (12:00 - 24:00), Senin Tutup","Tunai, Visa, Master, Debet",WifiArea merokokArea outdoorRuang VIPBisa reservasiArea parkirAlkohol,"Alila Hotel SCBD, Lantai 25Jl. Jenderal Sudirman, SCBD, Kebayoran Baru, Jakarta Selatan",08119628001,Di atas Rp. 200.000 /orang
"Pepperloin 
                [ Barat ]",https://pergikuliner.com/restaurants/jakarta/pepperloin-pantai-indah-kapuk-2,Pantai Indah Kapuk , Barat,4.3,3.9,4.2,4.0,4.0,"Senin - Kamis (11:00 - 21:00), Jumat - Minggu (11:00 - 22:00)","Tunai, Visa, Master, Debet",Wifi100% HalalArea parkir,"Ruko Beach Boulevard, Blok B No. 3Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara( Alamat Lama:Ruko The Metro, Blok 6 Unit KS, Jl. Mandara Permai VII, Pantai Indah Kapuk, Penjaringan, Jakarta Utara)",087772435962,Rp. 100.000 - Rp. 200.000 /orang
"Six Ounces Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/six-ounces-coffee-kelapa-gading,Kelapa Gading , Kafe,4.1,4.3,3.7,4.0,4.0,Senin - Minggu (08:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoorBisa reservasiArea parkirAlkohol,"Jl. Gading Indah Raya Blok NB2 No. 1, Kelapa Gading, Jakarta Utara",081295592233,Rp. 100.000 - Rp. 200.000 /orang
SaladStop!,https://pergikuliner.com/restaurants/jakarta/saladstop-slipi,,,4.5,3.8,3.5,4.1,4.3,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",100% HalalArea parkir,"Central Park, Lantai Lower GroundJl. Letjen S. Parman, Slipi, Jakarta Barat",082114993656,Rp. 100.000 - Rp. 200.000 /orang
"Acta Brasserie 
                [ Barat ]",https://pergikuliner.com/restaurants/jakarta/acta-brasserie-senayan,Senayan , Barat,4.1,4.3,4.0,4.0,4.3,"Senin - Jumat (11:00 - 24:00), Sabtu - Minggu (08:00 - 24:00)","Tunai, Visa, Master, Debet",Area merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Senayan AvenueJl. Asia Afrika Pintu IX, Senayan, Jakarta Selatan","021 50851869‬,  0811185427",Di atas Rp. 200.000 /orang
"Warung Bu Kris 
                [ Indonesia ]",https://pergikuliner.com/restaurants/tangerang/warung-bu-kris-bsd,BSD , Indonesia,4.6,3.6,4.3,4.2,4.1,"Selasa - Minggu (09:00 - 20:00), Senin Tutup",Tunai,Area merokok100% HalalArea parkir,"Ruko Golden Madrid 2, Blok G No. 7Jl. Letnan Sutopo, BSD, Serpong, Tangerang Selatan",021 53153641,Rp. 50.000 - Rp. 100.000 /orang
"Shaburi & Kintan Buffet 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/shaburi-dan-kintan-buffet-gandaria,Gandaria , Jepang,4.5,3.8,3.9,4.0,4.0,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Wifi100% HalalRuang VIPBisa reservasiArea parkir,"Gandaria City, Lantai Upper Ground, Mainstreet DiningJl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan","021 22774785,  021 22774786",Di atas Rp. 200.000 /orang
"Exquise Patisserie 
                [ Kafe ]",https://pergikuliner.com/restaurants/tangerang/exquise-patisserie-gading-serpong,Gading Serpong , Kafe,4.2,4.3,3.6,4.1,4.3,Senin - Minggu (07:00 - 21:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiPesan antarArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Boulevard Raya Gading Serpong No. 28A, Gading Serpong, Serpong, Tangerang","08174918880,  021 59992237",Rp. 100.000 - Rp. 200.000 /orang
"Frenchie Cafe 
                [ Barat ]",https://pergikuliner.com/restaurants/jakarta/frenchie-cafe-tebet,Tebet , Barat,4.2,4.4,3.9,3.9,4.0,"Selasa - Jumat (08:00 - 18:00), Sabtu - Minggu (08:00 - 20:00), Senin Tutup","Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalArea parkir,"Jl. Tebet Barat XI No. 3 PAV, Tebet, Jakarta Selatan( Alamat Lama:Jl. Tebet Barat Dalam No. 29A, Tebet, Jakarta Selatan)",087820441800,Rp. 50.000 - Rp. 100.000 /orang
"Eastern Dining House 
                [ China ]",https://pergikuliner.com/restaurants/bandung/eastern-dining-house-kota-baru-parahyangan,Kota Baru Parahyangan , China,5.0,4.8,4.8,4.0,4.8,Senin - Minggu (12:00 - 21:00),"Hanya Non-Tunai: Visa, Master, Debet, Go-pay, Ovo, Dana, QRIS",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Parahyangan Raya No. 1, Kota Baru Parahyangan, Bandung",082120688688,Rp. 50.000 - Rp. 100.000 /orang
"Warung Kopi Premium 
                [ Kafe ]",https://pergikuliner.com/restaurants/surabaya/warung-kopi-premium-wonocolo,Wonocolo , Kafe,4.8,4.8,4.5,4.8,5.0,Senin - Minggu (17:00 - 01:00),Tunai,WifiArea merokokArea outdoor100% HalalArea parkir,"Jl. Jemur Andayani No. 17A, Wonocolo, Surabaya",081703085758,Di bawah Rp. 50.000 /orang
"Pho Ngon 
                [ Vietnam ]",https://pergikuliner.com/restaurants/bandung/pho-ngon-riau,Riau , Vietnam,4.2,4.0,4.2,4.0,3.9,Senin - Minggu (10:00 - 20:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",Wifi100% HalalBisa reservasiArea parkir,"Riau Junction, Lantai GroundJl. LLRE Martadinata No. 17 - 21, Riau, Bandung( Alamat Lama:Paris Van Java, Lantai Ground (Resort Level), Jl. Sukajadi No. 137 - 139, Sukajadi, Bandung)",082129911168,Rp. 50.000 - Rp. 100.000 /orang
"Bukan Ruang 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/bukan-ruang-kemang,Kemang , Kafe,4.0,4.4,3.9,3.9,4.2,"Senin - Sabtu (06:00 - 21:00), Minggu (08:00 - 21:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Kemang Raya No. 29, Kemang, Jakarta Selatan","021 22720330,  088289569095",Rp. 50.000 - Rp. 100.000 /orang
"Kopi Warga 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/kopi-warga-dago-bawah,Dago Bawah , Kafe,4.2,4.5,3.9,3.9,4.2,Senin - Minggu (08:00 - 21:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Ir. H. Juanda No. 48, Dago Bawah, Bandung",081111115787,Rp. 50.000 - Rp. 100.000 /orang
"Tsvaya 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/tsvaya-puri,Puri , Kafe,4.1,4.5,3.7,4.2,4.4,"Senin - Selasa (07:00 - 20:00), Rabu - Jumat (08:00 - 20:00), Sabtu - Minggu (07:00 - 20:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Ruko Grand Puri Niaga, Blok K6 No. 2KJl. Puri Kencana Raya, Puri, Jakarta Barat",081196008222,Rp. 50.000 - Rp. 100.000 /orang
"Ngopi di Sawah 
                [ Indonesia ]",https://pergikuliner.com/restaurants/bogor/ngopi-di-sawah-puncak,Puncak , Indonesia,4.1,4.8,4.2,3.8,3.9,"Senin - Kamis (11:00 - 21:00), Jumat - Minggu (09:00 - 21:00)",Tunai,100% Halal,"Jl. Puri Cemara KM 72 No. 90, Puncak, Bogor",08111642205,Di bawah Rp. 50.000 /orang
Fried Chicken Master,https://pergikuliner.com/restaurants/jakarta/fried-chicken-master-menteng,,,4.6,3.5,4.7,4.3,4.2,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Area merokokArea outdoor100% HalalArea parkir,"Konko HostelJl. Kebon Sirih No. 9J, Menteng, Jakarta Pusat",08111044526,Di bawah Rp. 50.000 /orang
"Visma Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/surabaya/visma-coffee-tegalsari,Tegalsari , Kafe,4.1,4.8,3.8,4.2,4.2,Senin - Minggu (08:00 - 22:00),"Tunai, Visa, Master, Debet, Ovo",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Visma Art & Design GalleryJl. Tegalsari No. 35, Tegalsari, Surabaya","031 99299930,  08155512345",Rp. 50.000 - Rp. 100.000 /orang
"Marugame Udon 
                [ Jepang ]",https://pergikuliner.com/restaurants/bandung/marugame-udon-riau,Riau , Jepang,4.5,3.8,3.8,4.1,4.1,"Senin - Jumat (10:00 - 23:00), Sabtu (10:00 - 24:00), Minggu (10:00 - 23:00)","Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. LLRE Martadinata No. 112, Riau, Bandung","022 42690893,  08113483516",Rp. 50.000 - Rp. 100.000 /orang
"Honest Spoon 
                [ Es Krim ]",https://pergikuliner.com/restaurants/jakarta/honest-spoon-senopati,Senopati , Es Krim,4.2,3.9,3.9,4.1,4.1,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Jl. Cikajang No. 63, Senopati, Kebayoran Baru, Jakarta Selatan",081286074438,Di bawah Rp. 50.000 /orang
"Six Ounces Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/six-ounces-coffee-panglima-polim,Panglima Polim , Kafe,4.1,4.3,3.5,4.2,4.1,Senin - Minggu (08:00 - 22:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkirAlkohol,"Jl. Panglima Polim IX No. 93, Panglima Polim, Kebayoran Baru, Jakarta Selatan",081285899260,Rp. 100.000 - Rp. 200.000 /orang
"Chavaty 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/chavaty-senayan,Senayan , Kafe,4.2,4.2,3.9,4.3,4.4,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Wifi100% HalalArea parkir,"Senayan City, Lantai 1Jl. Asia Afrika, Senayan, Jakarta Selatan",08118119508,Rp. 50.000 - Rp. 100.000 /orang
"Boda Barn 
                [ Indonesia,Barat ]",https://pergikuliner.com/restaurants/bandung/boda-barn-ciumbuleuit,Ciumbuleuit ," Indonesia,Barat",4.1,4.6,3.9,4.0,4.3,"Senin - Jumat (10:00 - 21:00), Sabtu - Minggu (09:00 - 21:00)","Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Sarae HillsJl. Pagermaneuh No. 57, Ciumbuleuit, Bandung",087875008882,Rp. 50.000 - Rp. 100.000 /orang
"SATURDAYS 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/saturdays-gandaria,Gandaria , Kafe,4.2,4.3,3.9,4.2,4.5,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Wifi100% HalalArea parkir,"Gandaria City, Lantai Upper GroundJl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",081804563888,Rp. 50.000 - Rp. 100.000 /orang
"Levant Boulangerie & Patisserie 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/levant-boulangerie-dan-patisserie-fatmawati,Fatmawati , Kafe,4.4,4.0,3.7,3.9,4.2,Senin - Minggu (07:00 - 19:00),"Tunai, Visa, Master, Debet",WifiArea merokokBisa reservasiArea parkirAlkohol,"Jl. Cipete Dalam No. 9A, Fatmawati, Jakarta Selatan",021 7661453,Rp. 100.000 - Rp. 200.000 /orang
"Haidilao Hot Pot 
                [ China ]",https://pergikuliner.com/restaurants/tangerang/haidilao-hot-pot-alam-sutera,Alam Sutera , China,4.3,4.2,3.7,4.8,4.7,Senin - Minggu (10:00 - 24:00),"Tunai, Visa, Master, Debet",WifiRuang VIPBisa reservasiArea parkir,"Living World, Lantai Ground, The MarketJl. Alam Sutera Boulevard, Alam Sutera, Serpong, Tangerang Selatan","021 29211927,  021 29211928",Di atas Rp. 200.000 /orang
"HeiHei Boba Bar 
                [ Bubble Tea ]",https://pergikuliner.com/restaurants/jakarta/heihei-boba-bar-kelapa-gading,Kelapa Gading , Bubble Tea,4.1,4.5,4.2,4.1,4.4,Senin - Minggu (10:00 - 20:30),"Tunai, Go-pay, Ovo, Dana",Wifi100% HalalArea parkir,"Jl. Summagung III No. 2A, Kelapa Gading, Jakarta Utara",Tidak Ada No Telepon,Di bawah Rp. 50.000 /orang
"Ichiyo Ramen 
                [ Jepang ]",https://pergikuliner.com/restaurants/bandung/ichiyo-ramen-trunojoyo,Trunojoyo , Jepang,3.9,4.1,3.9,4.3,4.3,Senin - Minggu (10:00 - 21:30),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Sultan Tirtayasa No. 11A, Trunojoyo, Bandung",085794570884,Rp. 50.000 - Rp. 100.000 /orang
"KOI The 
                [ Kafe ]",https://pergikuliner.com/restaurants/bekasi/koi-the-bekasi-selatan-2,Bekasi Selatan , Kafe,4.3,4.2,4.4,4.2,4.2,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",100% HalalArea parkir,"Mall Metropolitan, Lantai 1Jl. KH. Noer Ali, Bekasi Selatan, Bekasi",021 88861809,Di bawah Rp. 50.000 /orang
"Motto Yakiniku 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/motto-yakiniku-pluit,Pluit , Jepang,4.4,4.9,3.7,4.6,4.3,Senin - Minggu (11:00 - 20:00),"Tunai, Visa, Master, Debet",Wifi100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Jl. Pluit Kencana No. 128A - B, Pluit, Penjaringan, Jakarta Utara",021 22669808,Di atas Rp. 200.000 /orang
"Bakmi Naga 
                [ Indonesia ]",https://pergikuliner.com/restaurants/jakarta/bakmi-naga-matraman,Matraman , Indonesia,4.6,4.1,4.3,4.6,4.6,Senin - Minggu (09:30 - 21:30),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",Pesan antar100% HalalBisa reservasiArea parkir,"City Plaza Jatinegara, Lantai GroundJl. Matraman Raya No. 173 - 175, Matraman, Jakarta Timur",08119202328,Rp. 50.000 - Rp. 100.000 /orang
"Potteria 
                [ China ]",https://pergikuliner.com/restaurants/tangerang/potteria-gading-serpong,Gading Serpong , China,3.9,4.2,3.8,4.5,4.5,Senin - Minggu (07:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo",Wifi100% HalalBisa reservasiArea parkir,"Ruko Aniva Junction Paramount, Blok B No. 30 - 31Jl. Permata Medang, Gading Serpong, Serpong, Tangerang",081389892090,Rp. 50.000 - Rp. 100.000 /orang
"Francis Artisan Bakery 
                [ Toko Roti dan Kue ]",https://pergikuliner.com/restaurants/jakarta/francis-artisan-bakery-kelapa-gading,Kelapa Gading , Toko Roti dan Kue,4.3,3.9,4.0,3.9,4.1,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",100% HalalArea parkir,"Mal Kelapa Gading 3, Lantai GroundJl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",021 45876436,Di bawah Rp. 50.000 /orang
"Loewy 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/loewy-kuningan,Kuningan , Kafe,4.2,4.4,3.5,4.1,4.0,"Senin - Jumat (08:00 - 22:00), Sabtu - Minggu (09:00 - 22:00)","Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkirAlkohol,"Oakwood Premier Cozmo, Lantai Ground, Kawasan Mega KuninganJl. Lingkar Mega Kuningan, Kuningan, Jakarta Selatan","021 25542378,  081991835088",Rp. 100.000 - Rp. 200.000 /orang
"NAMELAKA 
                [ Toko Kue ]",https://pergikuliner.com/restaurants/jakarta/namelaka-menteng,Menteng , Toko Kue,4.3,4.0,3.5,4.3,4.3,Senin - Minggu (11:00 - 20:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalArea parkir,"ShopHaus Menteng, Lantai 1Jl. Teuku Cik Ditiro No. 36, Menteng, Jakarta Pusat",081320232025,Rp. 50.000 - Rp. 100.000 /orang
"Chicha San Chen 
                [ Minuman ]",https://pergikuliner.com/restaurants/jakarta/chicha-san-chen-thamrin,Thamrin , Minuman,4.4,3.8,3.7,4.1,4.2,Senin - Minggu (10:00 - 21:30),"Tunai, Visa, Master, Debet",Wifi100% HalalArea parkir,"Grand Indonesia Mall, Lantai 3, East MallJl. MH Thamrin, Thamrin, Jakarta Pusat",021 21235695,Rp. 50.000 - Rp. 100.000 /orang
"Hause Rooftop 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/hause-rooftop-setiabudi,Setiabudi , Kafe,4.0,4.5,3.4,4.0,4.2,"Senin - Kamis (09:00 - 24:00), Jumat - Sabtu (09:00 - 02:00), Minggu (09:00 - 24:00)","Tunai, Visa, Master, Debet",WifiArea merokokArea outdoorBisa reservasiArea parkirAlkohol,"MD Place, Tower 2, Lantai 6Jl. Setiabudi Selatan No. 7, Setiabudi, Jakarta Selatan","021 29529852,  081219918278",Di atas Rp. 200.000 /orang
"PUTIEN 
                [ China ]",https://pergikuliner.com/restaurants/tangerang/putien-alam-sutera,Alam Sutera , China,4.6,4.3,3.9,4.2,4.1,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet, Go-pay",WifiRuang VIPBisa reservasiArea parkirAlkohol,"Living World, Lantai Ground, Loft De LuxeJl. Alam Sutera Boulevard, Alam Sutera, Serpong, Tangerang Selatan",021 53128539,Rp. 100.000 - Rp. 200.000 /orang
"Miyama - Hotel Borobudur 
                [ Jepang ]",https://pergikuliner.com/restaurants/jakarta/miyama-hotel-borobudur-pasar-baru,Pasar Baru , Jepang,4.2,4.6,3.9,4.2,4.3,"Senin - Minggu (11:30 - 14:30, 18:30 - 22:30)","Tunai, Visa, Master, Debet",Wifi100% HalalRuang VIPBisa reservasiArea parkirAlkohol,"Hotel BorobudurJl. Lapangan Banteng Selatan, Pasar Baru, Sawah Besar, Jakarta Pusat","021 3805555,  021 3835000",Di atas Rp. 200.000 /orang
"Sedjuk Bakmi & Kopi 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/sedjuk-bakmi-dan-kopi-cilandak,Cilandak , Kafe,4.5,4.2,4.0,4.3,4.3,Senin - Minggu (08:00 - 21:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokok100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Lebak Bulus III No. 15, Cilandak, Jakarta Selatan",081386990421,Rp. 50.000 - Rp. 100.000 /orang
"Lumiere 
                [ Toko Kue ]",https://pergikuliner.com/restaurants/bandung/lumiere-riau,Riau , Toko Kue,4.5,4.7,4.0,4.7,4.5,Senin - Minggu (10:00 - 20:00),Tunai,100% HalalArea parkir,"Jl. LLRE Martadinata No. 57, Riau, Bandung",085774720489,Rp. 50.000 - Rp. 100.000 /orang
"Waroeng Teppan 
                [ Jepang ]",https://pergikuliner.com/restaurants/bandung/waroeng-teppan-aceh,Aceh , Jepang,4.8,4.0,4.7,4.7,4.2,,Tunai,,"Jl. Aceh No. 45, Aceh, Bandung",,Di bawah Rp. 50.000 /orang
"Two Hands Full 
                [ Kafe ]",https://pergikuliner.com/restaurants/bandung/two-hands-full-dago-bawah,Dago Bawah , Kafe,4.3,4.1,4.0,3.7,4.1,Senin - Minggu (08:00 - 20:00),"Tunai, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoorArea parkirAlkohol,"Jl. Ir. H. Juanda No. 113, Dago Bawah, Bandung( Alamat Lama:Jl. Sukajadi No. 198A, Sukajadi, Bandung)",08815403717,Rp. 50.000 - Rp. 100.000 /orang
Greenly,https://pergikuliner.com/restaurants/surabaya/greenly-mulyorejo,,,4.5,3.7,3.9,4.2,4.3,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Wifi100% HalalArea parkir,"Galaxy Mall 1, Lantai 2Jl. Dharmahusada Indah Timur No. 35 - 37, Mulyorejo, Surabaya",081229185136,Rp. 50.000 - Rp. 100.000 /orang
"This Earth 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/this-earth-kelapa-gading,Kelapa Gading , Kafe,4.2,4.2,4.1,4.1,4.2,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",Wifi100% HalalArea parkir,"Mal Kelapa Gading 2, Lantai 1Jl. Kelapa Gading Boulevard, Kelapa Gading, Jakarta Utara",021 22452521,Di bawah Rp. 50.000 /orang
"KOI The 
                [ Kafe ]",https://pergikuliner.com/restaurants/surabaya/koi-the-tegalsari-2,Tegalsari , Kafe,4.4,4.0,4.1,4.1,4.1,Senin - Minggu (10:00 - 22:00),"Tunai, Visa, Master, Debet",100% HalalArea parkir,"Tunjungan Plaza 3, Lantai Lower GroundJl. Basuki Rahmat No. 8 - 12, Tegalsari, Surabaya",031 5355104,Di bawah Rp. 50.000 /orang
"Pondok Sate Tegal Sukadi 
                [ Indonesia ]",https://pergikuliner.com/restaurants/bekasi/pondok-sate-tegal-sukadi-bekasi-selatan,Bekasi Selatan , Indonesia,4.4,3.7,4.4,4.3,4.2,"Senin - Kamis (10:00 - 21:00), Jumat (13:00 - 22:00), Sabtu - Minggu (11:00 - 22:00)","Tunai, Debet, Go-pay, Ovo, Dana, QRIS, Transfer",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkir,"Grand Galaxy City, Ruko Sentra NiagaJl. Boulevar Raya Barat, Bekasi Selatan, Bekasi",081288792605,Rp. 50.000 - Rp. 100.000 /orang
"Depot Bu Rudy 
                [ Indonesia ]",https://pergikuliner.com/restaurants/surabaya/depot-bu-rudy-dukuh-pakis,Dukuh Pakis , Indonesia,4.5,3.8,4.4,4.1,4.1,Senin - Minggu (07:00 - 21:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalRuang VIPBisa reservasiArea parkir,"Jl. Raya Kupang Indah No. 5, Dukuh Pakis, Surabaya","031 7349051,  031 7349157",Di bawah Rp. 50.000 /orang
"Volks Coffee 
                [ Kafe ]",https://pergikuliner.com/restaurants/tangerang/volks-coffee-bsd,BSD , Kafe,4.3,4.4,4.0,4.3,4.3,Senin - Minggu (07:00 - 20:00),"Tunai, Visa, Master, Debet, Go-pay, Ovo, Dana",WifiArea merokokArea outdoor100% HalalArea parkir,"Ruko Vanya Lake Side, Blok G2 No. 2Jl. Kp. Gn. Batu, BSD, Serpong, Tangerang Selatan",081357658829,Rp. 50.000 - Rp. 100.000 /orang
"The RR Chocolate - Grand Sahid Jaya Hotel 
                [ Kafe ]",https://pergikuliner.com/restaurants/jakarta/the-rr-chocolate-grand-sahid-jaya-hotel-sudirman,Sudirman , Kafe,4.2,4.4,3.9,4.6,4.6,"Senin - Jumat (09:00 - 22:00), Sabtu - Minggu (08:00 - 22:00)","Tunai, Visa, Master, Debet",WifiArea merokokArea outdoor100% HalalBisa reservasiArea parkirAlkohol,"Grand Sahid Jaya HotelJl. Jenderal Sudirman Kav. 86, Sudirman, Jakarta Pusat",021 39703339,Rp. 100.000 - Rp. 200.000 /orang
"Pempek Ny. Kamto 
                [ Indonesia ]",https://pergikuliner.com/restaurants/surabaya/pempek-ny-kamto-sambikerep,Sambikerep , Indonesia,4.8,4.4,4.2,4.8,4.8,Senin - Minggu (11:00 - 23:00),"Tunai, Visa, Master, Debet",Area merokok100% HalalBisa reservasiArea parkir,"Ruko Taman Gapura, Blok I No. 11, Gwalk CitralandJl. Niaga Gapura, Sambikerep, Surabaya",031 7451107,Di bawah Rp. 50.000 /orang
"Hong Yun Hot Pot 
                [ China ]",https://pergikuliner.com/restaurants/jakarta/hong-yun-hot-pot-pantai-indah-kapuk,Pantai Indah Kapuk , China,4.8,4.6,4.4,4.4,4.4,Senin - Minggu (11:00 - 21:00),"Tunai, Visa, Master, Debet",WifiArea merokokArea outdoorRuang VIPBisa reservasiArea parkirAlkohol,"Ruko Golf Island, Blok L No. 23 - 26Jl. Pantai Indah Kapuk, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",021 22859999,Di atas Rp. 200.000 /orang
